dataset_id,window_center_ka,observed_event_count,expected_event_count,fixed_n_mc_q025,fixed_n_mc_q500,fixed_n_mc_q975
rousseau2023_weak_monsoon_starts,165.79999999999944,7.0,2.9375,0.0,3.0,6.0
rousseau2023_weak_monsoon_starts,165.99999999999943,7.0,2.9375,0.0,3.0,6.0
rousseau2023_weak_monsoon_starts,166.19999999999945,7.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,166.39999999999944,7.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,166.59999999999945,7.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,166.79999999999944,7.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,166.99999999999943,7.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,167.19999999999945,7.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,167.39999999999944,7.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,167.59999999999945,7.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,167.79999999999944,7.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,167.99999999999943,7.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,168.19999999999945,7.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,168.39999999999944,7.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,168.59999999999943,7.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,168.79999999999944,7.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,168.99999999999943,6.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,169.19999999999942,6.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,169.39999999999944,6.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,169.59999999999943,6.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,169.79999999999944,7.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,169.99999999999943,7.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,170.19999999999942,7.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,170.39999999999944,7.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,170.59999999999943,7.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,170.79999999999944,7.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,170.99999999999943,7.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,171.19999999999942,7.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,171.39999999999944,7.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,171.59999999999943,7.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,171.79999999999941,7.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,171.99999999999943,7.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,172.19999999999942,6.0,2.9375,0.0,3.0,6.0
rousseau2023_weak_monsoon_starts,172.3999999999994,6.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,172.59999999999943,6.0,2.9375,0.0,3.0,6.0249023
rousseau2023_weak_monsoon_starts,172.79999999999941,6.0,2.9375,0.0,3.0,6.0249023
rousseau2023_weak_monsoon_starts,172.99999999999943,6.0,2.9375,0.0,3.0,6.0
rousseau2023_weak_monsoon_starts,173.19999999999942,6.0,2.9375,0.0,3.0,6.0
rousseau2023_weak_monsoon_starts,173.3999999999994,6.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,173.59999999999943,6.0,2.9375,0.0,3.0,6.0
rousseau2023_weak_monsoon_starts,173.79999999999941,6.0,2.9375,0.0,3.0,6.0249023
rousseau2023_weak_monsoon_starts,173.99999999999943,6.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,174.19999999999942,6.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,174.3999999999994,6.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,174.59999999999943,6.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,174.79999999999941,6.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,174.9999999999994,6.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,175.19999999999942,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,175.3999999999994,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,175.5999999999994,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,175.79999999999941,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,175.9999999999994,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,176.19999999999942,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,176.3999999999994,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,176.5999999999994,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,176.79999999999941,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,176.9999999999994,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,177.19999999999942,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,177.3999999999994,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,177.5999999999994,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,177.79999999999941,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,177.9999999999994,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,178.1999999999994,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,178.3999999999994,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,178.5999999999994,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,178.7999999999994,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,178.9999999999994,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,179.1999999999994,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,179.3999999999994,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,179.5999999999994,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,179.7999999999994,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,179.9999999999994,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,180.1999999999994,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,180.3999999999994,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,180.5999999999994,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,180.7999999999994,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,180.9999999999994,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,181.1999999999994,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,181.39999999999938,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,181.5999999999994,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,181.7999999999994,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,181.99999999999937,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,182.1999999999994,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,182.39999999999938,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,182.5999999999994,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,182.7999999999994,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,182.99999999999937,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,183.1999999999994,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,183.39999999999938,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,183.5999999999994,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,183.7999999999994,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,183.99999999999937,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,184.1999999999994,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,184.39999999999938,5.0,2.9375,0.0,3.0,6.0
rousseau2023_weak_monsoon_starts,184.59999999999937,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,184.7999999999994,5.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,184.99999999999937,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,185.19999999999936,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,185.39999999999938,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,185.59999999999937,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,185.7999999999994,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,185.99999999999937,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,186.19999999999936,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,186.39999999999938,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,186.59999999999937,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,186.7999999999994,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,186.99999999999937,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,187.19999999999936,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,187.39999999999938,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,187.59999999999937,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,187.79999999999936,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,187.99999999999937,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,188.19999999999936,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,188.39999999999935,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,188.59999999999937,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,188.79999999999936,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,188.99999999999937,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,189.19999999999936,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,189.39999999999935,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,189.59999999999937,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,189.79999999999936,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,189.99999999999937,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,190.19999999999936,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,190.39999999999935,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,190.59999999999937,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,190.79999999999936,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,190.99999999999935,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,191.19999999999936,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,191.39999999999935,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,191.59999999999934,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,191.79999999999936,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,191.99999999999935,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,192.19999999999936,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,192.39999999999935,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,192.59999999999934,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,192.79999999999936,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,192.99999999999935,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,193.19999999999936,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,193.39999999999935,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,193.59999999999934,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,193.79999999999936,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,193.99999999999935,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,194.19999999999933,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,194.39999999999935,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,194.59999999999934,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,194.79999999999933,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,194.99999999999935,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,195.19999999999933,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,195.39999999999935,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,195.59999999999934,4.0,2.9375,0.0,3.0,6.0
rousseau2023_weak_monsoon_starts,195.79999999999933,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,195.99999999999935,4.0,2.9375,0.0,3.0,6.0
rousseau2023_weak_monsoon_starts,196.19999999999933,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,196.39999999999935,4.0,2.9375,0.0,3.0,6.0
rousseau2023_weak_monsoon_starts,196.59999999999934,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,196.79999999999933,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,196.99999999999935,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,197.19999999999933,4.0,2.9375,0.0,3.0,6.0
rousseau2023_weak_monsoon_starts,197.39999999999932,4.0,2.9375,0.0,3.0,6.0249023
rousseau2023_weak_monsoon_starts,197.59999999999934,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,197.79999999999933,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,197.99999999999932,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,198.19999999999933,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,198.39999999999932,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,198.59999999999934,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,198.79999999999933,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,198.99999999999932,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,199.19999999999933,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,199.39999999999932,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,199.59999999999934,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,199.79999999999933,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,199.99999999999932,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,200.19999999999933,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,200.39999999999932,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,200.5999999999993,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,200.79999999999933,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,200.99999999999932,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,201.1999999999993,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,201.39999999999932,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,201.5999999999993,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,201.79999999999933,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,201.99999999999932,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,202.1999999999993,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,202.39999999999932,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,202.5999999999993,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,202.79999999999933,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,202.99999999999932,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,203.1999999999993,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,203.39999999999932,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,203.5999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,203.7999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,203.99999999999932,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,204.1999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,204.3999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,204.5999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,204.7999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,204.99999999999932,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,205.1999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,205.3999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,205.5999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,205.7999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,205.99999999999932,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,206.1999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,206.3999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,206.5999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,206.7999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,206.9999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,207.1999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,207.3999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,207.59999999999928,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,207.7999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,207.9999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,208.1999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,208.3999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,208.59999999999928,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,208.7999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,208.9999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,209.1999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,209.3999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,209.59999999999928,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,209.7999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,209.9999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,210.19999999999928,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,210.3999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,210.59999999999928,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,210.79999999999927,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,210.9999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,211.19999999999928,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,211.3999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,211.59999999999928,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,211.79999999999927,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,211.9999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,212.19999999999928,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,212.3999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,212.59999999999928,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,212.79999999999927,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,212.9999999999993,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,213.19999999999928,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,213.39999999999927,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,213.59999999999928,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,213.79999999999927,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,213.99999999999926,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,214.19999999999928,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,214.39999999999927,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,214.59999999999928,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,214.79999999999927,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,214.99999999999926,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,215.19999999999928,2.0,2.9375,0.0,3.0,6.0
rousseau2023_weak_monsoon_starts,215.39999999999927,2.0,2.9375,0.0,3.0,6.0
rousseau2023_weak_monsoon_starts,215.59999999999928,2.0,2.9375,0.0,3.0,6.0
rousseau2023_weak_monsoon_starts,215.79999999999927,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,215.99999999999926,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,216.19999999999928,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,216.39999999999927,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,216.59999999999926,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,216.79999999999927,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,216.99999999999926,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,217.19999999999925,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,217.39999999999927,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,217.59999999999926,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,217.79999999999927,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,217.99999999999926,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,218.19999999999925,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,218.39999999999927,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,218.59999999999926,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,218.79999999999927,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,218.99999999999926,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,219.19999999999925,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,219.39999999999927,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,219.59999999999926,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,219.79999999999924,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,219.99999999999926,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,220.19999999999925,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,220.39999999999924,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,220.59999999999926,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,220.79999999999924,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,220.99999999999926,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,221.19999999999925,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,221.39999999999924,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,221.59999999999926,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,221.79999999999924,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,221.99999999999926,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,222.19999999999925,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,222.39999999999924,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,222.59999999999926,2.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,222.79999999999924,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,222.99999999999923,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,223.19999999999925,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,223.39999999999924,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,223.59999999999923,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,223.79999999999924,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,223.99999999999923,3.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,224.19999999999925,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,224.39999999999924,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,224.59999999999923,4.0,2.9375,0.0,3.0,7.0
rousseau2023_weak_monsoon_starts,224.79999999999924,4.0,2.9375,0.0,3.0,7.0
